doi,label,person
10.1073/pnas.1612346114,Not Neotoma,0000-0002-2700-4605
10.1186/s12864-016-3335-5,Not Neotoma,0000-0002-2700-4605
10.1098/rspb.2016.1755,Not Neotoma,0000-0002-2700-4605
10.1111/mec.13878,Not Neotoma,0000-0002-2700-4605
10.1016/j.hal.2015.07.006,Not Neotoma,0000-0002-2700-4605
10.1098/rsbl.2016.0562,Not Neotoma,0000-0002-2700-4605
10.1016/j.jphotobiol.2016.07.034,Not Neotoma,0000-0002-2700-4605
10.1016/j.marpolbul.2016.06.015,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0155038,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0154050,Not Neotoma,0000-0002-2700-4605
10.1128/AEM.02699-15,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0141150,Not Neotoma,0000-0002-2700-4605
10.3109/19401736.2015.1089545,Not Neotoma,0000-0002-2700-4605
10.1111/1758-2229.12322,Not Neotoma,0000-0002-2700-4605
10.1038/ncomms8608,Not Neotoma,0000-0002-2700-4605
10.1016/j.scitotenv.2015.06.107,Not Neotoma,0000-0002-2700-4605
10.1016/j.scitotenv.2015.05.042,Not Neotoma,0000-0002-2700-4605
10.1063/1.4905251,Not Neotoma,0000-0002-2700-4605
10.1126/science.ns-4.79.112,Not Neotoma,0000-0002-2700-4605
